timestamp,timestamp,argo_workflows_queue_adds_sum,layer,unit,treatment
2026-01-19 09:32:03.338999987+00:00,1768815123.339,555,workflow,counts,Treatment
2026-01-19 09:32:33.338999987+00:00,1768815153.339,555,workflow,counts,Treatment
2026-01-19 09:33:03.338999987+00:00,1768815183.339,560,workflow,counts,Treatment
2026-01-19 09:33:33.338999987+00:00,1768815213.339,571,workflow,counts,Treatment
2026-01-19 09:34:03.338999987+00:00,1768815243.339,574,workflow,counts,Treatment
2026-01-19 09:34:33.338999987+00:00,1768815273.339,574,workflow,counts,Treatment
2026-01-19 09:35:03.338999987+00:00,1768815303.339,574,workflow,counts,Treatment
2026-01-19 09:35:33.338999987+00:00,1768815333.339,578,workflow,counts,Treatment
2026-01-19 09:36:03.338999987+00:00,1768815363.339,578,workflow,counts,Treatment
2026-01-19 09:36:33.338999987+00:00,1768815393.339,580,workflow,counts,Treatment
2026-01-19 09:37:03.338999987+00:00,1768815423.339,583,workflow,counts,Treatment
2026-01-19 09:37:33.338999987+00:00,1768815453.339,584,workflow,counts,Treatment
2026-01-19 09:38:03.338999987+00:00,1768815483.339,584,workflow,counts,Treatment
2026-01-19 09:38:33.338999987+00:00,1768815513.339,584,workflow,counts,Treatment
2026-01-19 09:39:03.338999987+00:00,1768815543.339,584,workflow,counts,Treatment
2026-01-19 09:39:33.338999987+00:00,1768815573.339,584,workflow,counts,Treatment
2026-01-19 09:40:03.338999987+00:00,1768815603.339,584,workflow,counts,Treatment
2026-01-19 09:40:33.338999987+00:00,1768815633.339,586,workflow,counts,Treatment
2026-01-19 09:41:03.338999987+00:00,1768815663.339,586,workflow,counts,Treatment
2026-01-19 09:41:33.338999987+00:00,1768815693.339,588,workflow,counts,Treatment
2026-01-19 09:42:03.338999987+00:00,1768815723.339,594,workflow,counts,Treatment
2026-01-19 09:42:33.338999987+00:00,1768815753.339,596,workflow,counts,Treatment
2026-01-19 09:43:03.338999987+00:00,1768815783.339,596,workflow,counts,Treatment
2026-01-19 09:43:33.338999987+00:00,1768815813.339,596,workflow,counts,Treatment
2026-01-19 09:44:03.338999987+00:00,1768815843.339,596,workflow,counts,Treatment
2026-01-19 09:44:33.338999987+00:00,1768815873.339,596,workflow,counts,Treatment
2026-01-19 09:45:03.338999987+00:00,1768815903.339,596,workflow,counts,Treatment
2026-01-19 09:45:33.338999987+00:00,1768815933.339,596,workflow,counts,Treatment
2026-01-19 09:46:03.338999987+00:00,1768815963.339,596,workflow,counts,Treatment
2026-01-19 09:46:33.338999987+00:00,1768815993.339,596,workflow,counts,Treatment
2026-01-19 09:47:03.338999987+00:00,1768816023.339,596,workflow,counts,Treatment
2026-01-19 09:47:33.338999987+00:00,1768816053.339,596,workflow,counts,Treatment
2026-01-19 09:48:03.338999987+00:00,1768816083.339,596,workflow,counts,Treatment
2026-01-19 09:48:33.338999987+00:00,1768816113.339,597,workflow,counts,Treatment
2026-01-19 09:49:03.338999987+00:00,1768816143.339,598,workflow,counts,Treatment
